Question ID,Category,Difficulty,Question,Rank,Retrieved PDF,Relevant
60,Fertilizers,Medium,How does excessive nitrogen application affect rice crops?,3,Weed_control.pdf,0
60,Fertilizers,Medium,How does excessive nitrogen application affect rice crops?,1,fertilizers.pdf,1
60,Fertilizers,Medium,How does excessive nitrogen application affect rice crops?,4,manual_on_rice_cultivation_Mozambique.pdf,1
60,Fertilizers,Medium,How does excessive nitrogen application affect rice crops?,5,nutrient_management_manual.pdf,1
60,Fertilizers,Medium,How does excessive nitrogen application affect rice crops?,2,pests_irri.pdf,0
61,Fertilizers,Hard,Compare organic fertilizers and chemical fertilizers used in rice cultivation.,2,1-FERTILIZING 00.pdf,1
61,Fertilizers,Hard,Compare organic fertilizers and chemical fertilizers used in rice cultivation.,5,12-Steps-Required-for-Successful-Rice-Production.pdf,0
61,Fertilizers,Hard,Compare organic fertilizers and chemical fertilizers used in rice cultivation.,4,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
61,Fertilizers,Hard,Compare organic fertilizers and chemical fertilizers used in rice cultivation.,1,Nutrient_management.pdf,1
61,Fertilizers,Hard,Compare organic fertilizers and chemical fertilizers used in rice cultivation.,3,Paddy.pdf,1
61,Fertilizers,Hard,Compare organic fertilizers and chemical fertilizers used in rice cultivation.,3,cultivation_irri.pdf,1
61,Fertilizers,Hard,Compare organic fertilizers and chemical fertilizers used in rice cultivation.,4,manual_on_rice_cultivation_Mozambique.pdf,1
61,Fertilizers,Hard,Compare organic fertilizers and chemical fertilizers used in rice cultivation.,3,nutrient_management_manual.pdf,1
61,Fertilizers,Hard,Compare organic fertilizers and chemical fertilizers used in rice cultivation.,2,pest_control.pdf,1
61,Fertilizers,Hard,Compare organic fertilizers and chemical fertilizers used in rice cultivation.,1,pests_irri.pdf,1
61,Fertilizers,Hard,Compare organic fertilizers and chemical fertilizers used in rice cultivation.,4,rice_cultivation.pdf,1
62,Fertilizers,Hard,Explain balanced fertilizer management for achieving higher rice yields.,1,1-FERTILIZING 00.pdf,1
62,Fertilizers,Hard,Explain balanced fertilizer management for achieving higher rice yields.,4,12-Steps-Required-for-Successful-Rice-Production.pdf,0
62,Fertilizers,Hard,Explain balanced fertilizer management for achieving higher rice yields.,1,2-6-Diseases-of-Rice.pdf,0
62,Fertilizers,Hard,Explain balanced fertilizer management for achieving higher rice yields.,2,AGRICULTURE AND IRRIGATION.pdf,1
62,Fertilizers,Hard,Explain balanced fertilizer management for achieving higher rice yields.,5,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
62,Fertilizers,Hard,Explain balanced fertilizer management for achieving higher rice yields.,2,Nutrient_management.pdf,1
62,Fertilizers,Hard,Explain balanced fertilizer management for achieving higher rice yields.,3,cultivation_irri.pdf,1
62,Fertilizers,Hard,Explain balanced fertilizer management for achieving higher rice yields.,2,fertilizers.pdf,1
62,Fertilizers,Hard,Explain balanced fertilizer management for achieving higher rice yields.,5,irri_diseases.pdf,0
62,Fertilizers,Hard,Explain balanced fertilizer management for achieving higher rice yields.,5,manual_on_rice_cultivation_Mozambique.pdf,1
62,Fertilizers,Hard,Explain balanced fertilizer management for achieving higher rice yields.,1,nutrient_management_manual.pdf,1
62,Fertilizers,Hard,Explain balanced fertilizer management for achieving higher rice yields.,4,pests_irri.pdf,0
63,Fertilizers,Hard,How does nutrient deficiency affect different growth stages of rice?,5,1-FERTILIZING 00.pdf,1
63,Fertilizers,Hard,How does nutrient deficiency affect different growth stages of rice?,5,Nutrient_management.pdf,1
63,Fertilizers,Hard,How does nutrient deficiency affect different growth stages of rice?,4,Rice.pdf,1
63,Fertilizers,Hard,How does nutrient deficiency affect different growth stages of rice?,3,Weed-management-in-rice-.pdf,1
63,Fertilizers,Hard,How does nutrient deficiency affect different growth stages of rice?,3,cultivation_irri.pdf,1
63,Fertilizers,Hard,How does nutrient deficiency affect different growth stages of rice?,1,fertilizers.pdf,1
63,Fertilizers,Hard,How does nutrient deficiency affect different growth stages of rice?,5,irrigation manual.pdf,1
63,Fertilizers,Hard,How does nutrient deficiency affect different growth stages of rice?,3,manual_on_rice_cultivation_Mozambique.pdf,1
63,Fertilizers,Hard,How does nutrient deficiency affect different growth stages of rice?,4,nutrient_management_manual.pdf,1
63,Fertilizers,Hard,How does nutrient deficiency affect different growth stages of rice?,2,pests_irri.pdf,0
63,Fertilizers,Hard,How does nutrient deficiency affect different growth stages of rice?,2,rice_cultivation.pdf,1
64,Fertilizers,Hard,Describe the recommended fertilizer schedule from planting to harvest.,4,1-FERTILIZING 00.pdf,1
64,Fertilizers,Hard,Describe the recommended fertilizer schedule from planting to harvest.,3,12-Steps-Required-for-Successful-Rice-Production.pdf,0
64,Fertilizers,Hard,Describe the recommended fertilizer schedule from planting to harvest.,3,Nutrient_management.pdf,1
64,Fertilizers,Hard,Describe the recommended fertilizer schedule from planting to harvest.,4,Paddy.pdf,1
64,Fertilizers,Hard,Describe the recommended fertilizer schedule from planting to harvest.,2,Rice.pdf,1
64,Fertilizers,Hard,Describe the recommended fertilizer schedule from planting to harvest.,2,cultivation_irri.pdf,1
64,Fertilizers,Hard,Describe the recommended fertilizer schedule from planting to harvest.,3,manual_on_rice_cultivation_Mozambique.pdf,1
64,Fertilizers,Hard,Describe the recommended fertilizer schedule from planting to harvest.,1,nutrient_management_manual.pdf,1
64,Fertilizers,Hard,Describe the recommended fertilizer schedule from planting to harvest.,2,pests_irri.pdf,1
65,Fertilizers,Hard,How can fertilizer use efficiency be improved in paddy cultivation?,1,1-FERTILIZING 00.pdf,1
65,Fertilizers,Hard,How can fertilizer use efficiency be improved in paddy cultivation?,4,12-Steps-Required-for-Successful-Rice-Production.pdf,0
65,Fertilizers,Hard,How can fertilizer use efficiency be improved in paddy cultivation?,3,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
65,Fertilizers,Hard,How can fertilizer use efficiency be improved in paddy cultivation?,5,Nutrient_management.pdf,1
65,Fertilizers,Hard,How can fertilizer use efficiency be improved in paddy cultivation?,3,Rice.pdf,1
65,Fertilizers,Hard,How can fertilizer use efficiency be improved in paddy cultivation?,1,Weed-management-in-rice-.pdf,1
65,Fertilizers,Hard,How can fertilizer use efficiency be improved in paddy cultivation?,2,cultivation_irri.pdf,1
65,Fertilizers,Hard,How can fertilizer use efficiency be improved in paddy cultivation?,5,irrigation manual.pdf,1
65,Fertilizers,Hard,How can fertilizer use efficiency be improved in paddy cultivation?,4,manual_on_rice_cultivation_Mozambique.pdf,1
65,Fertilizers,Hard,How can fertilizer use efficiency be improved in paddy cultivation?,2,nutrient_management_manual.pdf,1
66,Weeds,Easy,What are the common weeds found in rice fields?,3,1-FERTILIZING 00.pdf,1
66,Weeds,Easy,What are the common weeds found in rice fields?,4,Paddy.pdf,1
66,Weeds,Easy,What are the common weeds found in rice fields?,4,Rice.pdf,1
66,Weeds,Easy,What are the common weeds found in rice fields?,1,Weed-management-in-rice-.pdf,1
66,Weeds,Easy,What are the common weeds found in rice fields?,2,Weed_control.pdf,1
66,Weeds,Easy,What are the common weeds found in rice fields?,1,irrigation manual.pdf,0
66,Weeds,Easy,What are the common weeds found in rice fields?,4,manual_on_rice_cultivation_Mozambique.pdf,1
66,Weeds,Easy,What are the common weeds found in rice fields?,5,pest_control.pdf,1
66,Weeds,Easy,What are the common weeds found in rice fields?,4,pests_irri.pdf,1
66,Weeds,Easy,What are the common weeds found in rice fields?,3,rice_cultivation.pdf,1
67,Weeds,Easy,Why are weeds harmful in paddy cultivation?,3,1-FERTILIZING 00.pdf,1
67,Weeds,Easy,Why are weeds harmful in paddy cultivation?,3,12-Steps-Required-for-Successful-Rice-Production.pdf,1
67,Weeds,Easy,Why are weeds harmful in paddy cultivation?,5,Paddy.pdf,1
67,Weeds,Easy,Why are weeds harmful in paddy cultivation?,5,Rice.pdf,1
67,Weeds,Easy,Why are weeds harmful in paddy cultivation?,1,Weed-management-in-rice-.pdf,1
67,Weeds,Easy,Why are weeds harmful in paddy cultivation?,3,Weed_control.pdf,1
67,Weeds,Easy,Why are weeds harmful in paddy cultivation?,4,manual_on_rice_cultivation_Mozambique.pdf,1
67,Weeds,Easy,Why are weeds harmful in paddy cultivation?,4,pest_control.pdf,1
67,Weeds,Easy,Why are weeds harmful in paddy cultivation?,4,pests_irri.pdf,1
67,Weeds,Easy,Why are weeds harmful in paddy cultivation?,2,rice_cultivation.pdf,1
67,Weeds,Easy,Why are weeds harmful in paddy cultivation?,2,rice_varieties.pdf,0
68,Weeds,Easy,When should weed control be carried out in rice fields?,4,12-Steps-Required-for-Successful-Rice-Production.pdf,0
68,Weeds,Easy,When should weed control be carried out in rice fields?,5,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
68,Weeds,Easy,When should weed control be carried out in rice fields?,3,Rice.pdf,1
68,Weeds,Easy,When should weed control be carried out in rice fields?,1,Weed-management-in-rice-.pdf,1
68,Weeds,Easy,When should weed control be carried out in rice fields?,3,Weed_control.pdf,1
68,Weeds,Easy,When should weed control be carried out in rice fields?,5,irrigation manual.pdf,0
68,Weeds,Easy,When should weed control be carried out in rice fields?,1,nutrient_management_manual.pdf,1
68,Weeds,Easy,When should weed control be carried out in rice fields?,4,pest_control.pdf,1
68,Weeds,Easy,When should weed control be carried out in rice fields?,2,rice_cultivation.pdf,1
68,Weeds,Easy,When should weed control be carried out in rice fields?,3,rice_varieties.pdf,0
69,Weeds,Easy,What are the common methods of weed management in rice?,4,1-FERTILIZING 00.pdf,1
69,Weeds,Easy,What are the common methods of weed management in rice?,5,12-Steps-Required-for-Successful-Rice-Production.pdf,1
69,Weeds,Easy,What are the common methods of weed management in rice?,5,Paddy.pdf,1
69,Weeds,Easy,What are the common methods of weed management in rice?,3,Rice.pdf,1
69,Weeds,Easy,What are the common methods of weed management in rice?,1,Weed-management-in-rice-.pdf,1
69,Weeds,Easy,What are the common methods of weed management in rice?,4,Weed_control.pdf,1
69,Weeds,Easy,What are the common methods of weed management in rice?,5,irrigation manual.pdf,0
69,Weeds,Easy,What are the common methods of weed management in rice?,1,manual_on_rice_cultivation_Mozambique.pdf,1
69,Weeds,Easy,What are the common methods of weed management in rice?,3,pests_irri.pdf,1
69,Weeds,Easy,What are the common methods of weed management in rice?,2,rice_cultivation.pdf,1
70,Weeds,Medium,How can weeds be controlled without excessive herbicide use?,2,12-Steps-Required-for-Successful-Rice-Production.pdf,1
70,Weeds,Medium,How can weeds be controlled without excessive herbicide use?,4,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
70,Weeds,Medium,How can weeds be controlled without excessive herbicide use?,4,Weed-management-in-rice-.pdf,1
70,Weeds,Medium,How can weeds be controlled without excessive herbicide use?,1,Weed_control.pdf,1
70,Weeds,Medium,How can weeds be controlled without excessive herbicide use?,3,irrigation manual.pdf,0
70,Weeds,Medium,How can weeds be controlled without excessive herbicide use?,4,manual_on_rice_cultivation_Mozambique.pdf,1
70,Weeds,Medium,How can weeds be controlled without excessive herbicide use?,1,nutrient_management_manual.pdf,1
70,Weeds,Medium,How can weeds be controlled without excessive herbicide use?,2,pest_control.pdf,0
70,Weeds,Medium,How can weeds be controlled without excessive herbicide use?,2,rice_cultivation.pdf,1
71,Weeds,Medium,What is integrated weed management in rice?,3,12-Steps-Required-for-Successful-Rice-Production.pdf,1
71,Weeds,Medium,What is integrated weed management in rice?,4,AGRICULTURE AND IRRIGATION.pdf,1
71,Weeds,Medium,What is integrated weed management in rice?,3,Nutrient_management.pdf,1
71,Weeds,Medium,What is integrated weed management in rice?,4,Paddy.pdf,1
71,Weeds,Medium,What is integrated weed management in rice?,5,Rice.pdf,1
71,Weeds,Medium,What is integrated weed management in rice?,1,Weed-management-in-rice-.pdf,1
71,Weeds,Medium,What is integrated weed management in rice?,4,Weed_control.pdf,1
71,Weeds,Medium,What is integrated weed management in rice?,2,irrigation manual.pdf,1
71,Weeds,Medium,What is integrated weed management in rice?,3,pest_control.pdf,0
71,Weeds,Medium,What is integrated weed management in rice?,1,pests_irri.pdf,0
71,Weeds,Medium,What is integrated weed management in rice?,2,rice_cultivation.pdf,1
72,Weeds,Medium,Which herbicides are recommended for rice weed control?,2,1-FERTILIZING 00.pdf,1
72,Weeds,Medium,Which herbicides are recommended for rice weed control?,5,Rice.pdf,1
72,Weeds,Medium,Which herbicides are recommended for rice weed control?,3,Weed-management-in-rice-.pdf,1
72,Weeds,Medium,Which herbicides are recommended for rice weed control?,1,Weed_control.pdf,1
72,Weeds,Medium,Which herbicides are recommended for rice weed control?,2,irrigation manual.pdf,0
72,Weeds,Medium,Which herbicides are recommended for rice weed control?,3,manual_on_rice_cultivation_Mozambique.pdf,1
72,Weeds,Medium,Which herbicides are recommended for rice weed control?,5,nutrient_management_manual.pdf,1
72,Weeds,Medium,Which herbicides are recommended for rice weed control?,2,pest_control.pdf,1
72,Weeds,Medium,Which herbicides are recommended for rice weed control?,3,pests_irri.pdf,1
72,Weeds,Medium,Which herbicides are recommended for rice weed control?,4,rice_cultivation.pdf,1
73,Weeds,Medium,How does weed competition reduce rice yield?,2,12-Steps-Required-for-Successful-Rice-Production.pdf,0
73,Weeds,Medium,How does weed competition reduce rice yield?,5,2-6-Diseases-of-Rice.pdf,0
73,Weeds,Medium,How does weed competition reduce rice yield?,5,Nutrient_management.pdf,1
73,Weeds,Medium,How does weed competition reduce rice yield?,4,Rice.pdf,1
73,Weeds,Medium,How does weed competition reduce rice yield?,4,Weed-management-in-rice-.pdf,1
73,Weeds,Medium,How does weed competition reduce rice yield?,3,Weed_control.pdf,1
73,Weeds,Medium,How does weed competition reduce rice yield?,3,irri_diseases.pdf,0
73,Weeds,Medium,How does weed competition reduce rice yield?,2,irrigation manual.pdf,1
73,Weeds,Medium,How does weed competition reduce rice yield?,4,manual_on_rice_cultivation_Mozambique.pdf,1
73,Weeds,Medium,How does weed competition reduce rice yield?,1,nutrient_management_manual.pdf,1
73,Weeds,Medium,How does weed competition reduce rice yield?,4,pests_irri.pdf,0
73,Weeds,Medium,How does weed competition reduce rice yield?,1,rice_cultivation.pdf,1
74,Weeds,Hard,"Compare manual, mechanical, and chemical weed management methods.",2,2-6-Diseases-of-Rice.pdf,0
74,Weeds,Hard,"Compare manual, mechanical, and chemical weed management methods.",3,Rice.pdf,1
74,Weeds,Hard,"Compare manual, mechanical, and chemical weed management methods.",3,Weed-management-in-rice-.pdf,1
74,Weeds,Hard,"Compare manual, mechanical, and chemical weed management methods.",1,Weed_control.pdf,1
74,Weeds,Hard,"Compare manual, mechanical, and chemical weed management methods.",4,irrigation manual.pdf,1
74,Weeds,Hard,"Compare manual, mechanical, and chemical weed management methods.",3,manual_on_rice_cultivation_Mozambique.pdf,1
74,Weeds,Hard,"Compare manual, mechanical, and chemical weed management methods.",3,pests_irri.pdf,1
74,Weeds,Hard,"Compare manual, mechanical, and chemical weed management methods.",2,rice_cultivation.pdf,1
75,Weeds,Hard,Explain integrated weed management practices for sustainable rice cultivation.,5,12-Steps-Required-for-Successful-Rice-Production.pdf,1
75,Weeds,Hard,Explain integrated weed management practices for sustainable rice cultivation.,3,AGRICULTURE AND IRRIGATION.pdf,1
75,Weeds,Hard,Explain integrated weed management practices for sustainable rice cultivation.,4,Nutrient_management.pdf,1
75,Weeds,Hard,Explain integrated weed management practices for sustainable rice cultivation.,2,Paddy.pdf,1
75,Weeds,Hard,Explain integrated weed management practices for sustainable rice cultivation.,3,Rice.pdf,1
75,Weeds,Hard,Explain integrated weed management practices for sustainable rice cultivation.,1,Weed-management-in-rice-.pdf,1
75,Weeds,Hard,Explain integrated weed management practices for sustainable rice cultivation.,3,Weed_control.pdf,1
75,Weeds,Hard,Explain integrated weed management practices for sustainable rice cultivation.,4,irrigation manual.pdf,1
75,Weeds,Hard,Explain integrated weed management practices for sustainable rice cultivation.,3,manual_on_rice_cultivation_Mozambique.pdf,1
75,Weeds,Hard,Explain integrated weed management practices for sustainable rice cultivation.,2,pest_control.pdf,1
75,Weeds,Hard,Explain integrated weed management practices for sustainable rice cultivation.,5,pests_irri.pdf,1
75,Weeds,Hard,Explain integrated weed management practices for sustainable rice cultivation.,2,rice_cultivation.pdf,1
76,Varieties,Easy,What are the important rice varieties mentioned in the knowledge base?,4,1-FERTILIZING 00.pdf,0
76,Varieties,Easy,What are the important rice varieties mentioned in the knowledge base?,4,12-Steps-Required-for-Successful-Rice-Production.pdf,0
76,Varieties,Easy,What are the important rice varieties mentioned in the knowledge base?,1,Rice.pdf,1
76,Varieties,Easy,What are the important rice varieties mentioned in the knowledge base?,5,Weed-management-in-rice-.pdf,0
76,Varieties,Easy,What are the important rice varieties mentioned in the knowledge base?,2,indian_rice_varieties.pdf,1
76,Varieties,Easy,What are the important rice varieties mentioned in the knowledge base?,3,manual_on_rice_cultivation_Mozambique.pdf,1
76,Varieties,Easy,What are the important rice varieties mentioned in the knowledge base?,1,nutrient_management_manual.pdf,1
76,Varieties,Easy,What are the important rice varieties mentioned in the knowledge base?,3,pest_control.pdf,0
76,Varieties,Easy,What are the important rice varieties mentioned in the knowledge base?,3,pests_irri.pdf,0
76,Varieties,Easy,What are the important rice varieties mentioned in the knowledge base?,5,rice_cultivation.pdf,1
76,Varieties,Easy,What are the important rice varieties mentioned in the knowledge base?,2,rice_varieties.pdf,1
77,Varieties,Easy,What characteristics should be considered while selecting a rice variety?,1,12-Steps-Required-for-Successful-Rice-Production.pdf,1
77,Varieties,Easy,What characteristics should be considered while selecting a rice variety?,4,Nutrient_management.pdf,0
77,Varieties,Easy,What characteristics should be considered while selecting a rice variety?,1,Paddy.pdf,1
77,Varieties,Easy,What characteristics should be considered while selecting a rice variety?,2,Rice.pdf,1
77,Varieties,Easy,What characteristics should be considered while selecting a rice variety?,3,indian_rice_varieties.pdf,1
77,Varieties,Easy,What characteristics should be considered while selecting a rice variety?,5,irrigation manual.pdf,0
77,Varieties,Easy,What characteristics should be considered while selecting a rice variety?,2,manual_on_rice_cultivation_Mozambique.pdf,1
77,Varieties,Easy,What characteristics should be considered while selecting a rice variety?,4,pests_irri.pdf,0
77,Varieties,Easy,What characteristics should be considered while selecting a rice variety?,5,pests_of_paddy.pdf,0
77,Varieties,Easy,What characteristics should be considered while selecting a rice variety?,3,rice_varieties.pdf,1
78,Varieties,Easy,Which rice varieties are suitable for drought-prone areas?,1,12-Steps-Required-for-Successful-Rice-Production.pdf,1
78,Varieties,Easy,Which rice varieties are suitable for drought-prone areas?,3,Climate-resilient-rice-varieties-Swarna-Unnat-Dhan-and-Swarna-Sukha-Dhan.pdf,1
78,Varieties,Easy,Which rice varieties are suitable for drought-prone areas?,4,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,0
78,Varieties,Easy,Which rice varieties are suitable for drought-prone areas?,3,Nutrient_management.pdf,0
78,Varieties,Easy,Which rice varieties are suitable for drought-prone areas?,5,Rice.pdf,1
78,Varieties,Easy,Which rice varieties are suitable for drought-prone areas?,4,Weed-management-in-rice-.pdf,0
78,Varieties,Easy,Which rice varieties are suitable for drought-prone areas?,3,indian_rice_varieties.pdf,1
78,Varieties,Easy,Which rice varieties are suitable for drought-prone areas?,4,irrigation manual.pdf,1
78,Varieties,Easy,Which rice varieties are suitable for drought-prone areas?,2,manual_on_rice_cultivation_Mozambique.pdf,1
78,Varieties,Easy,Which rice varieties are suitable for drought-prone areas?,4,pests_irri.pdf,0
78,Varieties,Easy,Which rice varieties are suitable for drought-prone areas?,2,rice_varieties.pdf,1
79,Varieties,Medium,Which rice varieties are recommended for high-yield cultivation?,1,12-Steps-Required-for-Successful-Rice-Production.pdf,1
79,Varieties,Medium,Which rice varieties are recommended for high-yield cultivation?,5,AGRICULTURE AND IRRIGATION.pdf,1
79,Varieties,Medium,Which rice varieties are recommended for high-yield cultivation?,5,Rice.pdf,1
79,Varieties,Medium,Which rice varieties are recommended for high-yield cultivation?,3,cultivation_irri.pdf,1
79,Varieties,Medium,Which rice varieties are recommended for high-yield cultivation?,1,indian_rice_varieties.pdf,1
79,Varieties,Medium,Which rice varieties are recommended for high-yield cultivation?,1,irrigation manual.pdf,1
79,Varieties,Medium,Which rice varieties are recommended for high-yield cultivation?,3,manual_on_rice_cultivation_Mozambique.pdf,1
79,Varieties,Medium,Which rice varieties are recommended for high-yield cultivation?,2,nutrient_management_manual.pdf,1
79,Varieties,Medium,Which rice varieties are recommended for high-yield cultivation?,4,pests_irri.pdf,0
79,Varieties,Medium,Which rice varieties are recommended for high-yield cultivation?,2,rice_varieties.pdf,1
80,Varieties,Medium,How do climate-resilient rice varieties improve crop production?,1,1-FERTILIZING 00.pdf,0
80,Varieties,Medium,How do climate-resilient rice varieties improve crop production?,5,12-Steps-Required-for-Successful-Rice-Production.pdf,0
80,Varieties,Medium,How do climate-resilient rice varieties improve crop production?,1,Climate-resilient-rice-varieties-Swarna-Unnat-Dhan-and-Swarna-Sukha-Dhan.pdf,1
80,Varieties,Medium,How do climate-resilient rice varieties improve crop production?,3,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,0
80,Varieties,Medium,How do climate-resilient rice varieties improve crop production?,5,Nutrient_management.pdf,0
80,Varieties,Medium,How do climate-resilient rice varieties improve crop production?,2,indian_rice_varieties.pdf,1
80,Varieties,Medium,How do climate-resilient rice varieties improve crop production?,5,irrigation manual.pdf,1
80,Varieties,Medium,How do climate-resilient rice varieties improve crop production?,4,manual_on_rice_cultivation_Mozambique.pdf,1
80,Varieties,Medium,How do climate-resilient rice varieties improve crop production?,3,pest_control.pdf,0
80,Varieties,Medium,How do climate-resilient rice varieties improve crop production?,1,pests_irri.pdf,0
80,Varieties,Medium,How do climate-resilient rice varieties improve crop production?,3,rice_cultivation.pdf,1
81,Varieties,Medium,What are the advantages of improved rice varieties over traditional varieties?,3,1-FERTILIZING 00.pdf,0
81,Varieties,Medium,What are the advantages of improved rice varieties over traditional varieties?,1,12-Steps-Required-for-Successful-Rice-Production.pdf,1
81,Varieties,Medium,What are the advantages of improved rice varieties over traditional varieties?,4,Rice.pdf,1
81,Varieties,Medium,What are the advantages of improved rice varieties over traditional varieties?,4,Weed-management-in-rice-.pdf,0
81,Varieties,Medium,What are the advantages of improved rice varieties over traditional varieties?,4,indian_rice_varieties.pdf,1
81,Varieties,Medium,What are the advantages of improved rice varieties over traditional varieties?,3,manual_on_rice_cultivation_Mozambique.pdf,1
81,Varieties,Medium,What are the advantages of improved rice varieties over traditional varieties?,2,pest_control.pdf,0
81,Varieties,Medium,What are the advantages of improved rice varieties over traditional varieties?,5,pests_irri.pdf,0
81,Varieties,Medium,What are the advantages of improved rice varieties over traditional varieties?,5,rice_cultivation.pdf,1
81,Varieties,Medium,What are the advantages of improved rice varieties over traditional varieties?,2,rice_varieties.pdf,1
82,Varieties,Hard,Compare climate-resilient and conventional rice varieties.,1,1-FERTILIZING 00.pdf,1
82,Varieties,Hard,Compare climate-resilient and conventional rice varieties.,3,12-Steps-Required-for-Successful-Rice-Production.pdf,0
82,Varieties,Hard,Compare climate-resilient and conventional rice varieties.,1,Climate-resilient-rice-varieties-Swarna-Unnat-Dhan-and-Swarna-Sukha-Dhan.pdf,1
82,Varieties,Hard,Compare climate-resilient and conventional rice varieties.,5,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,0
82,Varieties,Hard,Compare climate-resilient and conventional rice varieties.,5,Rice.pdf,1
82,Varieties,Hard,Compare climate-resilient and conventional rice varieties.,2,indian_rice_varieties.pdf,1
82,Varieties,Hard,Compare climate-resilient and conventional rice varieties.,4,irrigation manual.pdf,1
82,Varieties,Hard,Compare climate-resilient and conventional rice varieties.,1,manual_on_rice_cultivation_Mozambique.pdf,1
82,Varieties,Hard,Compare climate-resilient and conventional rice varieties.,1,pests_irri.pdf,0
82,Varieties,Hard,Compare climate-resilient and conventional rice varieties.,2,rice_cultivation.pdf,1
82,Varieties,Hard,Compare climate-resilient and conventional rice varieties.,4,rice_varieties.pdf,1
83,Varieties,Hard,Which factors influence the choice of rice variety in different regions?,4,1-FERTILIZING 00.pdf,0
83,Varieties,Hard,Which factors influence the choice of rice variety in different regions?,1,12-Steps-Required-for-Successful-Rice-Production.pdf,1
83,Varieties,Hard,Which factors influence the choice of rice variety in different regions?,5,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
83,Varieties,Hard,Which factors influence the choice of rice variety in different regions?,3,Rice.pdf,1
83,Varieties,Hard,Which factors influence the choice of rice variety in different regions?,4,indian_rice_varieties.pdf,1
83,Varieties,Hard,Which factors influence the choice of rice variety in different regions?,5,irrigation manual.pdf,1
83,Varieties,Hard,Which factors influence the choice of rice variety in different regions?,4,manual_on_rice_cultivation_Mozambique.pdf,1
83,Varieties,Hard,Which factors influence the choice of rice variety in different regions?,2,pest_control.pdf,1
83,Varieties,Hard,Which factors influence the choice of rice variety in different regions?,3,pests_irri.pdf,1
83,Varieties,Hard,Which factors influence the choice of rice variety in different regions?,2,rice_varieties.pdf,1
84,Varieties,Hard,"Explain how rice variety selection affects yield, pest resistance, and disease resistance.",5,12-Steps-Required-for-Successful-Rice-Production.pdf,1
84,Varieties,Hard,"Explain how rice variety selection affects yield, pest resistance, and disease resistance.",3,Rice.pdf,1
84,Varieties,Hard,"Explain how rice variety selection affects yield, pest resistance, and disease resistance.",3,diseases_of_rice.pdf,0
84,Varieties,Hard,"Explain how rice variety selection affects yield, pest resistance, and disease resistance.",5,fertilizers.pdf,0
84,Varieties,Hard,"Explain how rice variety selection affects yield, pest resistance, and disease resistance.",4,manual_on_rice_cultivation_Mozambique.pdf,0
84,Varieties,Hard,"Explain how rice variety selection affects yield, pest resistance, and disease resistance.",2,pest_control.pdf,1
84,Varieties,Hard,"Explain how rice variety selection affects yield, pest resistance, and disease resistance.",1,pests_irri.pdf,1
85,Varieties,Hard,Recommend a suitable rice variety for a farmer facing drought and disease pressure.,1,12-Steps-Required-for-Successful-Rice-Production.pdf,1
85,Varieties,Hard,Recommend a suitable rice variety for a farmer facing drought and disease pressure.,4,Climate-resilient-rice-varieties-Swarna-Unnat-Dhan-and-Swarna-Sukha-Dhan.pdf,1
85,Varieties,Hard,Recommend a suitable rice variety for a farmer facing drought and disease pressure.,2,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
85,Varieties,Hard,Recommend a suitable rice variety for a farmer facing drought and disease pressure.,2,Nutrient_management.pdf,1
85,Varieties,Hard,Recommend a suitable rice variety for a farmer facing drought and disease pressure.,3,Paddy.pdf,1
85,Varieties,Hard,Recommend a suitable rice variety for a farmer facing drought and disease pressure.,4,Rice.pdf,1
85,Varieties,Hard,Recommend a suitable rice variety for a farmer facing drought and disease pressure.,3,cultivation_irri.pdf,1
85,Varieties,Hard,Recommend a suitable rice variety for a farmer facing drought and disease pressure.,5,diseases_of_rice.pdf,1
85,Varieties,Hard,Recommend a suitable rice variety for a farmer facing drought and disease pressure.,3,indian_rice_varieties.pdf,1
85,Varieties,Hard,Recommend a suitable rice variety for a farmer facing drought and disease pressure.,5,irrigation manual.pdf,0
85,Varieties,Hard,Recommend a suitable rice variety for a farmer facing drought and disease pressure.,4,nutrient_management_manual.pdf,0
85,Varieties,Hard,Recommend a suitable rice variety for a farmer facing drought and disease pressure.,5,pests_irri.pdf,0
85,Varieties,Hard,Recommend a suitable rice variety for a farmer facing drought and disease pressure.,5,rice_varieties.pdf,1
86,Mixed,Medium,What are the major factors affecting rice productivity?,2,1-FERTILIZING 00.pdf,1
86,Mixed,Medium,What are the major factors affecting rice productivity?,4,12-Steps-Required-for-Successful-Rice-Production.pdf,1
86,Mixed,Medium,What are the major factors affecting rice productivity?,3,AGRICULTURE AND IRRIGATION.pdf,1
86,Mixed,Medium,What are the major factors affecting rice productivity?,5,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
86,Mixed,Medium,What are the major factors affecting rice productivity?,1,Paddy.pdf,1
